ap_Age,ap_Education,ap_YearsOfExperience,ap_TechnicalScore,ap_InterviewScore,ap_PreviouEmployment,em_Age,em_Education,em_YearsOfExperience,em_TechnicalScore,em_InterviewScore,em_PreviouEmployment,Suitable
53,2,14,7,9,Yes,28,2,20,66,1,Yes,No
33,2,23,80,1,Yes,49,3,26,39,9,Yes,No
47,1,24,73,2,Yes,25,3,9,98,5,Yes,No
35,2,13,45,6,Yes,50,2,1,61,3,Yes,No
39,3,24,6,3,Yes,53,2,39,82,9,Yes,No
31,1,0,54,5,Yes,37,3,20,1,1,Yes,No
23,1,9,76,7,Yes,45,3,17,68,2,Yes,No
23,2,26,55,7,Yes,27,2,20,57,8,Yes,No
56,2,12,19,7,Yes,44,1,5,90,6,Yes,No
20,2,18,25,5,Yes,19,3,5,59,9,Yes,No
30,1,39,65,9,Yes,19,3,29,16,1,Yes,No
48,2,12,10,7,Yes,34,3,2,28,1,Yes,No
53,1,32,71,4,Yes,23,2,37,75,4,Yes,No
25,3,37,84,8,Yes,45,3,33,13,3,Yes,No
32,2,21,99,6,Yes,51,1,2,7,4,Yes,No
43,1,12,63,4,Yes,28,2,24,26,1,Yes,No
26,1,13,28,3,Yes,40,1,28,52,9,Yes,No
25,1,9,87,8,Yes,43,1,33,15,3,Yes,No
34,3,1,2,4,Yes,42,1,7,3,2,Yes,No
51,1,35,24,4,Yes,55,3,8,4,2,Yes,No
18,3,36,48,3,Yes,30,2,26,27,1,Yes,No
18,3,13,52,8,Yes,19,3,2,36,7,Yes,No
37,2,7,34,7,Yes,41,1,39,72,4,Yes,No
46,1,27,83,3,Yes,49,2,6,72,7,Yes,No
53,3,12,98,6,Yes,58,1,11,88,3,Yes,No
53,2,4,72,2,Yes,24,2,5,45,7,Yes,No
18,1,31,82,7,Yes,50,1,38,27,3,Yes,No
56,2,19,42,9,Yes,56,3,24,29,4,Yes,Yes
21,2,5,83,4,Yes,38,3,17,18,7,Yes,No
31,1,36,14,3,Yes,35,3,12,38,3,Yes,No
57,3,30,45,5,Yes,20,2,11,63,9,Yes,No
46,1,22,69,2,Yes,43,2,12,96,7,Yes,No
19,3,16,38,1,Yes,37,3,10,14,1,Yes,No
37,3,3,33,5,Yes,39,3,4,91,9,Yes,No
55,1,38,24,9,Yes,48,1,17,76,2,Yes,No
56,1,39,99,8,Yes,54,3,1,96,1,Yes,No
42,3,2,28,9,Yes,44,1,23,72,3,Yes,No
25,2,17,27,5,Yes,32,2,26,62,1,Yes,Yes
56,3,34,65,3,Yes,55,2,22,16,1,Yes,No
59,2,30,34,8,Yes,22,1,19,33,6,Yes,No
35,1,36,12,9,Yes,53,3,29,89,2,Yes,No
24,2,11,34,5,Yes,43,3,32,90,5,Yes,Yes
44,3,38,66,1,Yes,45,1,33,74,4,Yes,No
18,1,15,76,3,Yes,46,3,33,38,7,Yes,No
23,2,30,93,1,Yes,56,1,11,93,2,Yes,No
53,2,28,64,2,Yes,46,2,21,29,7,Yes,Yes
21,2,24,4,7,Yes,40,2,31,37,5,Yes,No
34,2,28,78,3,Yes,51,3,26,88,8,Yes,No
34,2,23,87,7,Yes,55,1,28,85,7,Yes,No
45,1,28,99,1,Yes,34,3,13,73,2,Yes,No
50,1,36,22,1,Yes,21,1,34,12,2,Yes,No
23,2,16,35,9,Yes,57,2,15,79,3,Yes,No
55,2,27,73,6,Yes,57,2,6,63,3,Yes,No
21,1,30,49,8,Yes,19,1,30,53,7,Yes,No
45,2,10,86,4,Yes,59,2,9,59,5,Yes,No
42,3,18,83,9,Yes,23,3,23,77,7,Yes,No
46,3,7,31,4,Yes,36,3,11,50,2,Yes,No
51,3,2,75,1,Yes,20,2,25,29,1,Yes,No
58,3,30,48,5,Yes,45,3,22,83,1,Yes,No
47,2,31,34,9,Yes,33,3,25,24,2,Yes,No
46,1,19,6,9,Yes,20,1,29,67,7,Yes,No
44,2,21,3,1,Yes,27,2,1,77,3,Yes,No
22,1,3,51,3,Yes,50,2,4,43,9,Yes,No
54,1,32,70,4,Yes,48,2,11,55,4,Yes,No
27,1,5,78,8,Yes,46,1,1,20,3,Yes,No
45,3,25,76,8,Yes,52,1,30,22,1,Yes,No
31,2,9,92,1,Yes,38,1,34,19,2,Yes,No
22,3,9,16,9,Yes,41,2,16,50,2,Yes,No
44,1,38,84,3,Yes,41,1,14,93,2,Yes,No
36,2,7,59,2,Yes,57,3,9,29,2,Yes,No
31,2,24,24,6,Yes,44,1,17,69,4,Yes,No
43,2,20,81,4,Yes,34,3,22,65,3,Yes,No
50,1,9,4,8,Yes,23,1,31,98,5,Yes,No
34,3,29,52,2,Yes,50,1,26,96,7,Yes,No
37,3,20,30,2,Yes,44,2,28,31,5,Yes,No
23,3,34,22,9,Yes,43,3,36,24,3,Yes,No
25,1,32,50,9,Yes,38,2,30,6,5,Yes,No
55,1,34,15,3,Yes,18,2,36,71,3,Yes,No
56,3,5,85,6,Yes,35,1,1,96,6,Yes,No
52,3,21,12,2,Yes,59,2,29,34,6,Yes,No
25,1,15,95,8,Yes,25,1,23,42,5,Yes,No
26,1,14,14,4,Yes,32,2,1,62,9,Yes,No
21,3,30,30,4,Yes,46,3,22,33,7,Yes,No
35,2,6,51,2,Yes,56,3,12,42,1,Yes,No
34,1,23,38,7,Yes,50,1,26,23,7,Yes,No
22,2,34,65,2,Yes,32,1,14,87,9,Yes,No
25,3,31,41,8,Yes,25,3,33,30,3,Yes,No
34,1,9,16,4,Yes,49,3,14,72,7,Yes,No
36,3,30,42,5,Yes,50,3,21,67,7,Yes,No
39,1,37,78,5,Yes,45,1,18,28,5,Yes,No
20,2,12,98,3,Yes,37,2,8,43,5,Yes,No
55,3,33,21,6,Yes,33,3,36,14,3,Yes,No
22,3,24,57,3,Yes,50,2,27,8,8,Yes,No
33,3,34,39,9,Yes,48,1,20,50,9,Yes,No
45,2,19,35,9,Yes,50,1,19,52,9,Yes,No
48,3,17,48,3,Yes,19,1,26,64,3,Yes,No
50,1,32,44,1,Yes,53,3,12,38,1,Yes,No
28,2,15,32,8,Yes,34,3,33,91,6,Yes,Yes
23,1,16,8,8,Yes,57,3,16,13,3,Yes,No
58,2,38,50,7,Yes,24,1,15,37,8,Yes,No
51,1,29,4,2,Yes,52,3,36,61,4,Yes,No
34,1,29,17,2,Yes,28,2,35,49,6,Yes,No
56,1,11,12,2,Yes,33,1,9,38,2,Yes,Yes
52,2,14,77,1,Yes,46,3,25,10,5,Yes,No
38,2,1,47,4,Yes,31,1,20,70,9,Yes,Yes
50,1,1,4,8,Yes,56,2,3,11,2,Yes,No
46,2,29,45,2,Yes,32,3,33,91,5,Yes,Yes
57,2,23,11,6,Yes,59,1,1,42,5,Yes,No
30,1,38,21,5,Yes,39,1,14,71,6,Yes,No
18,1,5,58,8,Yes,38,2,21,67,5,Yes,No
47,3,3,39,8,Yes,58,3,11,64,1,Yes,No
18,2,0,54,1,Yes,51,1,20,5,2,Yes,No
26,3,8,24,3,Yes,19,1,19,51,4,Yes,No
50,1,26,74,8,Yes,59,1,6,35,8,Yes,No
56,3,15,28,2,Yes,48,3,26,78,6,Yes,No
43,2,6,86,7,Yes,31,3,10,50,6,Yes,No
53,1,17,98,2,Yes,52,2,21,28,5,Yes,Yes
31,2,27,34,4,Yes,40,3,9,23,3,Yes,No
37,3,26,25,7,Yes,59,1,34,65,9,Yes,No
29,1,24,79,3,Yes,51,1,22,4,6,Yes,No
26,3,39,31,8,Yes,26,1,17,94,9,Yes,No
43,3,32,99,2,Yes,48,3,18,31,5,Yes,No
41,3,2,42,3,Yes,53,3,38,84,8,Yes,No
44,2,8,59,4,Yes,29,1,19,86,4,Yes,No
39,2,18,86,8,Yes,51,2,38,13,9,Yes,No
19,1,11,38,1,Yes,45,1,37,98,4,Yes,No
43,2,16,71,5,Yes,24,2,21,28,5,Yes,No
53,3,1,38,7,Yes,31,2,5,76,9,Yes,No
36,2,14,22,5,Yes,53,3,22,97,4,Yes,No
33,3,36,90,1,Yes,49,2,34,68,3,Yes,No
48,3,2,15,8,Yes,28,1,34,19,2,Yes,No
33,2,25,19,5,Yes,26,2,1,3,9,Yes,No
28,2,39,18,8,Yes,38,2,11,3,5,Yes,No
21,2,2,37,6,Yes,45,1,33,87,9,Yes,No
26,3,9,17,8,Yes,21,1,21,1,8,Yes,No
43,1,24,67,1,Yes,53,2,37,68,3,Yes,No
19,1,4,40,3,Yes,54,3,37,35,9,Yes,No
32,1,6,71,4,Yes,52,1,27,10,5,Yes,No
48,2,37,10,6,Yes,19,1,18,69,1,Yes,No
24,3,19,53,2,Yes,23,2,25,11,3,Yes,No
38,3,26,28,2,Yes,58,2,8,78,3,Yes,No
59,2,28,7,4,Yes,23,3,19,2,3,Yes,No
36,2,36,10,1,Yes,56,1,17,71,3,Yes,Yes
49,1,20,58,9,Yes,46,3,28,69,1,Yes,No
38,1,31,97,4,Yes,44,3,27,34,2,Yes,No
35,3,21,51,9,Yes,47,2,10,81,4,Yes,No
25,2,6,62,3,Yes,50,1,15,22,7,Yes,No
43,2,26,24,4,Yes,19,3,8,62,6,Yes,No
44,1,5,55,9,Yes,39,3,21,78,7,Yes,No
46,1,23,85,3,Yes,57,2,31,72,2,Yes,No
34,3,35,39,8,Yes,49,2,5,84,8,Yes,No
36,2,39,30,7,Yes,58,1,31,73,4,Yes,No
48,3,16,76,6,Yes,55,3,37,42,8,Yes,No
37,3,20,69,1,Yes,35,1,13,33,5,Yes,No
44,3,7,87,5,Yes,37,1,10,73,9,Yes,No
51,2,29,9,6,Yes,35,2,32,35,2,Yes,Yes
41,1,10,55,2,Yes,46,1,11,27,6,Yes,No
38,2,36,89,1,Yes,29,3,17,91,5,Yes,No
25,1,15,80,5,Yes,58,3,5,66,7,Yes,No
48,3,0,10,4,Yes,46,3,31,22,3,Yes,No
44,3,37,61,5,Yes,48,3,22,71,2,Yes,Yes
52,1,33,66,2,Yes,56,1,14,1,4,Yes,No
36,3,5,2,3,Yes,49,3,37,29,4,Yes,Yes
57,1,37,8,8,Yes,36,2,8,11,4,Yes,No
28,3,22,55,8,Yes,59,3,29,77,4,Yes,No
58,1,12,80,1,Yes,56,3,34,60,7,Yes,No
53,1,38,65,7,Yes,27,3,36,44,2,Yes,No
22,1,18,63,9,Yes,19,2,37,71,3,Yes,No
47,2,2,13,4,Yes,36,3,14,37,8,Yes,Yes
40,3,5,39,4,Yes,54,3,6,19,2,Yes,No
21,2,16,98,5,Yes,23,3,4,34,8,Yes,No
48,3,2,7,2,Yes,37,3,7,70,8,Yes,No
52,3,33,15,7,Yes,41,3,4,71,4,Yes,No
50,1,6,68,2,Yes,50,3,21,44,3,Yes,No
29,2,36,6,9,Yes,28,3,27,1,5,Yes,No
57,1,1,94,8,Yes,52,2,10,45,6,Yes,No
37,3,35,24,7,Yes,50,2,15,64,7,Yes,No
32,2,23,73,8,Yes,36,2,37,62,1,Yes,No
47,3,0,46,1,Yes,32,3,35,43,6,Yes,No
54,3,11,25,5,Yes,55,3,31,75,9,Yes,No
42,2,3,59,2,Yes,33,1,38,65,2,Yes,No
43,2,32,34,6,Yes,52,1,14,84,5,Yes,No
37,3,14,11,1,Yes,42,3,13,56,9,Yes,Yes
29,1,29,82,2,Yes,50,2,35,55,7,Yes,No
57,2,14,10,8,Yes,53,1,9,41,9,Yes,No
31,1,37,64,3,Yes,42,2,19,55,4,Yes,No
54,2,13,76,4,Yes,47,2,24,92,3,Yes,No
34,3,3,64,9,Yes,51,1,13,45,4,Yes,No
54,1,33,6,1,Yes,46,2,0,57,9,Yes,No
48,3,29,29,8,Yes,48,1,33,71,3,Yes,No
35,3,34,80,1,Yes,25,3,1,34,5,Yes,No
32,1,5,62,4,Yes,39,2,25,57,9,Yes,No
59,3,30,23,7,Yes,41,1,29,86,6,Yes,No
29,1,9,74,8,Yes,54,3,39,82,5,Yes,No
38,1,1,32,3,Yes,33,3,35,78,9,Yes,No
22,2,32,26,8,Yes,37,1,9,54,8,Yes,No
37,2,6,58,6,Yes,23,2,13,58,3,Yes,No
49,1,10,87,7,Yes,34,1,13,11,7,Yes,No
23,1,22,3,4,Yes,50,2,12,55,3,Yes,No
26,2,11,78,2,Yes,47,3,3,64,9,Yes,No
29,3,12,69,8,Yes,27,1,4,22,8,Yes,No
45,2,1,82,3,Yes,36,2,27,51,6,Yes,No
59,1,16,62,2,Yes,36,2,4,1,2,Yes,No
39,1,15,71,7,Yes,21,1,16,10,1,Yes,Yes
57,2,7,51,1,Yes,57,1,3,55,2,Yes,No
55,1,32,60,2,Yes,43,2,21,2,9,Yes,No
39,3,10,85,9,Yes,21,3,12,38,5,Yes,No
55,1,37,54,6,Yes,40,3,27,17,5,Yes,No
37,2,22,96,7,Yes,54,2,28,91,4,Yes,No
58,1,33,16,1,Yes,23,1,36,16,3,Yes,No
36,2,9,68,7,Yes,41,3,31,46,9,Yes,No
38,2,4,30,1,Yes,33,2,30,56,7,Yes,No
25,3,17,83,7,Yes,42,2,1,72,7,Yes,No
39,2,31,9,2,Yes,20,3,23,74,8,Yes,No
45,2,19,55,7,Yes,38,1,16,34,2,Yes,No
20,3,8,99,4,Yes,22,3,10,61,8,Yes,No
28,3,27,65,6,Yes,32,1,17,45,9,Yes,No
36,3,38,29,5,Yes,24,3,10,3,9,Yes,No
32,3,26,69,8,Yes,55,2,39,65,4,Yes,No
27,3,38,8,5,Yes,20,2,32,38,8,Yes,No
23,1,20,17,3,Yes,36,2,33,94,4,Yes,No
35,1,18,78,2,Yes,32,1,27,70,3,Yes,Yes
32,3,22,89,1,Yes,54,1,2,3,1,Yes,No
36,2,36,81,5,Yes,35,2,18,83,9,Yes,No
59,2,28,61,9,Yes,44,2,15,56,9,Yes,No
54,1,9,17,2,Yes,43,3,1,86,1,Yes,No
41,1,31,37,7,Yes,38,1,30,20,2,Yes,Yes
48,3,27,4,3,Yes,51,1,5,25,1,Yes,No
44,2,26,26,7,Yes,19,1,23,29,7,Yes,No
50,1,15,19,6,Yes,42,1,13,5,3,Yes,No
30,2,38,68,8,Yes,56,2,1,28,8,Yes,No
33,2,16,88,2,Yes,18,3,2,62,8,Yes,No
59,2,0,18,5,Yes,45,1,34,33,6,Yes,No
18,3,3,98,6,Yes,46,1,18,93,2,Yes,No
51,1,5,64,9,Yes,49,3,16,45,3,Yes,No
40,2,18,36,8,Yes,28,3,25,20,9,Yes,No
24,3,25,5,9,Yes,18,2,35,36,4,Yes,No
20,3,14,55,1,Yes,48,3,7,49,8,Yes,No
30,1,39,48,2,Yes,27,1,34,28,9,Yes,No
38,2,19,99,6,Yes,22,1,1,49,1,Yes,No
32,2,12,7,7,Yes,36,1,37,20,8,Yes,No
26,3,31,12,9,Yes,51,2,25,50,5,Yes,No
36,2,12,62,1,Yes,40,2,20,55,7,Yes,No
20,2,16,44,3,Yes,29,1,23,65,7,Yes,No
47,2,5,87,2,Yes,45,1,16,44,8,Yes,No
38,2,29,42,2,Yes,49,3,35,88,1,Yes,No
57,3,36,37,2,Yes,45,3,30,55,2,Yes,Yes
32,2,27,61,3,Yes,49,1,11,4,7,Yes,No
54,3,21,66,7,Yes,57,1,17,71,9,Yes,Yes
57,2,11,90,9,Yes,30,2,7,14,7,Yes,No
58,3,24,98,7,Yes,19,2,6,45,1,Yes,No
38,2,21,85,5,Yes,30,2,5,9,4,Yes,No
46,3,32,95,3,Yes,24,1,0,92,4,Yes,No
31,3,2,43,6,Yes,56,2,33,79,7,Yes,No
45,2,26,77,7,Yes,30,3,36,19,4,Yes,No
23,3,2,59,9,Yes,43,1,8,86,2,Yes,No
49,3,11,21,5,Yes,43,1,8,50,6,Yes,No
37,2,6,27,4,Yes,31,3,33,21,7,Yes,No
53,3,33,43,4,Yes,40,1,21,40,3,Yes,No
27,2,4,34,6,Yes,53,2,22,8,4,Yes,No
59,1,15,13,3,Yes,44,1,36,97,7,Yes,No
53,3,5,50,2,Yes,59,2,4,49,9,Yes,No
35,1,25,70,1,Yes,34,2,23,53,6,Yes,No
49,1,25,67,9,Yes,22,1,14,8,9,Yes,No
28,2,39,36,7,Yes,59,2,2,35,8,Yes,No
41,2,31,41,8,Yes,38,2,34,58,3,Yes,No
37,3,8,7,2,Yes,25,3,13,66,5,Yes,No
38,1,17,73,1,Yes,21,3,15,25,8,Yes,No
23,3,26,51,3,Yes,53,1,34,7,8,Yes,No
41,2,10,18,9,Yes,53,3,27,59,8,Yes,No
26,1,36,17,5,Yes,43,1,11,24,4,Yes,No
33,3,38,79,3,Yes,20,1,19,8,3,Yes,No
58,1,14,8,8,Yes,58,3,36,47,4,Yes,No
21,1,11,55,4,Yes,46,3,13,91,6,Yes,No
49,3,36,73,4,Yes,40,2,30,8,9,Yes,No
18,1,1,48,1,Yes,35,3,10,2,4,Yes,No
59,3,3,52,6,Yes,42,1,21,20,4,Yes,No
29,3,31,83,7,Yes,58,1,23,44,5,Yes,No
29,3,32,60,3,Yes,41,3,23,62,1,Yes,No
50,3,34,72,4,Yes,21,1,26,1,4,Yes,No
25,3,11,78,1,Yes,51,2,0,60,3,Yes,No
23,2,22,17,5,Yes,47,1,33,46,2,Yes,No
27,1,31,21,4,Yes,33,1,19,71,3,Yes,No
37,3,18,50,6,Yes,53,1,5,23,7,Yes,No
31,1,35,42,3,Yes,24,3,23,86,2,Yes,No
26,3,15,14,8,Yes,42,1,12,32,3,Yes,No
52,1,7,1,1,Yes,28,2,37,13,6,Yes,Yes
38,1,39,74,8,Yes,29,1,0,31,4,Yes,No
57,2,35,42,8,Yes,36,3,0,97,9,Yes,No
58,1,8,37,2,Yes,31,3,4,64,7,Yes,No
58,1,13,87,4,Yes,43,2,18,3,7,Yes,No
26,1,9,82,6,Yes,37,1,38,55,3,Yes,No
56,1,18,27,4,Yes,26,3,26,25,4,Yes,No
31,3,10,48,8,Yes,42,1,17,41,1,Yes,No
49,1,23,28,8,Yes,20,1,29,73,7,Yes,No
19,3,33,43,5,Yes,56,1,29,20,5,Yes,No
30,2,32,45,7,Yes,52,2,33,80,6,Yes,No
50,1,12,64,9,Yes,50,3,38,73,8,Yes,No
33,3,35,4,4,Yes,20,2,20,33,2,Yes,No
49,3,28,41,1,Yes,49,3,1,70,4,Yes,No
31,1,29,60,2,Yes,31,3,10,27,5,Yes,No
30,3,29,38,1,Yes,55,3,0,13,4,Yes,No
48,2,0,86,5,Yes,33,1,11,34,1,Yes,No
29,1,26,99,5,Yes,22,1,23,37,6,Yes,No
59,1,36,90,7,Yes,44,2,0,75,9,Yes,No
33,1,17,45,6,Yes,58,2,21,30,9,Yes,No
55,1,12,99,8,Yes,27,3,4,88,8,Yes,No
36,2,18,18,6,Yes,25,3,28,20,2,Yes,No
50,3,6,22,2,Yes,20,1,33,37,1,Yes,No
30,2,28,20,4,Yes,33,2,13,15,7,Yes,No
29,3,29,86,2,Yes,20,3,28,7,3,Yes,No
52,3,23,41,7,Yes,22,1,33,73,1,Yes,No
54,2,17,42,2,Yes,44,2,35,90,9,Yes,No
24,1,21,24,5,Yes,57,3,15,98,3,Yes,No
52,3,18,52,3,Yes,41,3,35,72,4,Yes,No
21,3,22,55,5,Yes,54,2,31,82,9,Yes,No
40,2,23,60,5,Yes,42,3,0,81,2,Yes,No
29,3,12,14,9,Yes,22,2,17,18,3,Yes,No
53,1,36,16,9,Yes,41,3,12,29,8,Yes,No
28,3,3,61,4,Yes,45,3,39,71,6,Yes,No
35,1,19,8,6,Yes,57,3,19,82,2,Yes,No
53,1,10,17,6,Yes,53,1,15,65,6,Yes,No
54,2,1,2,2,Yes,57,2,14,95,3,Yes,No
44,3,36,54,8,Yes,55,1,13,2,4,Yes,Yes
23,1,9,14,7,Yes,48,1,23,7,2,Yes,No
32,3,11,79,9,Yes,57,1,1,4,4,Yes,No
46,2,6,15,3,Yes,57,2,37,12,2,Yes,No
43,2,7,16,6,Yes,37,2,29,61,3,Yes,No
48,3,33,48,7,Yes,40,3,19,6,5,Yes,No
28,2,32,54,8,Yes,39,1,1,74,1,Yes,No
35,1,39,10,4,Yes,38,1,33,67,4,Yes,No
52,1,5,99,5,Yes,24,1,0,3,8,Yes,No
42,2,17,23,1,Yes,39,1,6,62,2,Yes,No
41,3,20,17,5,Yes,18,3,28,55,6,Yes,No
24,1,22,47,8,Yes,57,2,12,34,3,Yes,No
18,3,4,10,5,Yes,33,2,19,66,3,Yes,No
59,2,11,93,8,Yes,46,3,12,57,3,Yes,No
48,1,27,23,3,Yes,40,1,0,25,6,Yes,No
59,3,10,26,6,Yes,48,1,9,5,8,Yes,No
48,1,18,7,3,Yes,24,1,19,39,5,Yes,No
54,2,4,50,8,Yes,56,3,17,33,7,Yes,No
47,1,4,85,5,Yes,36,1,28,23,8,Yes,No
34,1,14,66,9,Yes,50,3,24,40,7,Yes,No
32,1,3,99,7,Yes,26,3,9,69,7,Yes,No
37,2,3,34,1,Yes,49,2,35,64,9,Yes,No
51,2,26,10,5,Yes,25,2,22,66,2,Yes,No
25,2,19,18,2,Yes,55,2,39,16,1,Yes,No
31,3,3,57,1,Yes,45,1,8,53,5,Yes,No
37,3,39,34,2,Yes,48,2,36,64,3,Yes,No
34,3,13,40,3,Yes,58,1,11,47,8,Yes,No
24,2,4,11,9,Yes,28,3,10,20,8,Yes,No
55,2,29,37,6,Yes,58,1,16,46,1,Yes,No
56,1,15,57,4,Yes,19,2,3,9,6,Yes,No
31,1,35,36,2,Yes,40,2,11,51,4,Yes,No
18,3,11,37,3,Yes,44,1,2,33,8,Yes,No
20,3,32,78,3,Yes,34,1,26,25,9,Yes,No
37,1,26,19,2,Yes,49,1,19,41,5,Yes,No
37,2,23,7,8,Yes,39,2,26,52,2,Yes,No
43,1,4,8,8,Yes,21,2,0,9,5,Yes,No
25,3,11,72,8,Yes,26,1,31,61,1,Yes,No
46,3,36,4,5,Yes,58,2,23,47,6,Yes,No
33,3,23,51,4,Yes,39,1,26,85,4,Yes,No
48,3,27,97,6,Yes,45,3,20,66,7,Yes,No
22,3,22,44,2,Yes,40,1,22,95,8,Yes,No
39,1,0,17,1,Yes,55,3,17,17,6,Yes,No
32,2,23,96,5,Yes,58,1,20,15,5,Yes,No
40,2,11,82,1,Yes,46,3,23,49,3,Yes,No
57,2,5,32,4,Yes,18,3,6,21,9,Yes,No
53,3,39,12,1,Yes,24,2,20,47,8,Yes,No
49,1,29,42,8,Yes,40,3,12,55,3,Yes,No
56,2,26,41,6,Yes,54,3,32,90,1,Yes,No
22,3,38,66,3,Yes,25,3,39,48,1,Yes,No
54,3,5,53,2,Yes,25,3,14,68,2,Yes,No
55,1,7,28,6,Yes,29,1,19,8,1,Yes,No
20,2,7,90,5,Yes,36,1,26,16,9,Yes,No
25,1,17,17,1,Yes,40,2,13,38,8,Yes,No
24,1,39,49,4,Yes,31,3,15,11,6,Yes,No
30,1,37,27,7,Yes,59,2,16,49,8,Yes,Yes
44,3,29,67,6,Yes,22,2,12,8,2,Yes,No
54,3,23,8,2,Yes,57,2,36,80,3,Yes,No
50,2,16,96,6,Yes,22,3,21,16,3,Yes,No
41,3,36,38,2,Yes,52,2,39,17,4,Yes,No
35,3,29,36,4,Yes,58,1,18,54,3,Yes,No
30,1,33,10,2,Yes,31,2,30,1,1,Yes,No
37,1,30,20,1,Yes,31,1,27,34,7,Yes,No
40,2,29,41,5,Yes,32,1,26,38,4,Yes,No
40,1,20,13,3,Yes,20,1,21,11,3,Yes,No
48,1,13,20,1,Yes,21,3,6,89,7,Yes,No
36,2,9,56,6,Yes,58,1,6,37,2,Yes,No
36,3,9,42,7,Yes,22,2,6,18,6,Yes,No
42,3,4,95,2,Yes,59,3,19,16,3,Yes,No
53,1,16,86,4,Yes,55,2,14,60,2,Yes,No
37,3,35,4,6,Yes,51,1,15,14,4,Yes,No
28,3,31,85,4,Yes,23,1,34,20,3,Yes,No
34,2,31,16,4,Yes,57,3,23,41,5,Yes,No
41,3,26,25,7,Yes,41,1,32,66,1,Yes,No
56,1,38,16,4,Yes,43,1,22,67,5,Yes,No
42,1,23,74,5,Yes,26,2,1,60,2,Yes,Yes
23,3,1,11,9,Yes,41,2,27,85,1,Yes,No
50,2,4,82,5,Yes,30,3,32,60,7,Yes,No
42,1,38,65,4,Yes,47,3,19,18,1,Yes,No
25,1,19,97,2,Yes,49,3,8,61,2,Yes,No
51,3,19,19,1,Yes,39,1,35,18,8,Yes,Yes
50,2,33,46,7,Yes,49,1,7,66,1,Yes,No
57,1,24,22,4,Yes,20,3,23,10,5,Yes,No
54,3,39,54,2,Yes,32,1,19,26,9,Yes,No
26,2,9,82,4,Yes,49,1,7,81,2,Yes,No
31,1,20,83,3,Yes,34,3,3,22,2,Yes,No
45,2,16,29,1,Yes,26,1,23,83,6,Yes,Yes
23,3,4,17,9,Yes,34,1,1,31,3,Yes,No
57,2,21,55,1,Yes,55,3,29,66,4,Yes,No
37,2,29,59,1,Yes,44,3,1,37,3,Yes,No
39,2,15,98,4,Yes,23,3,7,91,4,Yes,No
18,1,34,31,8,Yes,30,1,1,40,9,Yes,No
20,2,15,98,8,Yes,39,1,29,28,2,Yes,No
19,1,6,36,3,Yes,32,3,23,23,8,Yes,No
39,2,24,18,8,Yes,58,3,29,67,3,Yes,No
47,2,34,60,3,Yes,59,2,29,99,3,Yes,No
54,1,25,69,3,Yes,35,3,20,80,7,Yes,No
36,3,19,31,2,Yes,26,2,1,34,7,Yes,No
28,1,7,9,8,Yes,33,3,38,10,7,Yes,No
27,3,11,44,4,Yes,52,1,13,71,7,Yes,No
59,2,18,79,3,Yes,21,2,20,20,1,Yes,No
47,1,19,98,9,Yes,32,2,29,15,9,Yes,No
47,3,9,1,9,Yes,25,1,21,6,7,Yes,No
20,2,37,30,8,Yes,40,2,4,69,8,Yes,No
30,1,21,74,2,Yes,26,3,25,77,2,Yes,No
58,3,29,48,4,Yes,50,2,11,96,6,Yes,No
27,3,18,8,9,Yes,18,2,39,28,3,Yes,Yes
40,3,37,18,3,Yes,51,1,0,1,2,Yes,No
44,2,9,72,9,Yes,27,3,5,16,2,Yes,No
33,3,24,15,5,Yes,25,3,2,82,2,Yes,Yes
55,1,9,53,9,Yes,44,1,16,59,1,Yes,No
44,1,8,50,8,Yes,51,2,9,21,6,Yes,No
23,1,33,66,2,Yes,41,1,9,47,2,Yes,No
25,3,12,17,7,Yes,57,2,31,66,3,Yes,No
52,1,24,38,8,Yes,48,2,38,2,1,Yes,No
42,3,0,37,8,Yes,32,2,3,30,2,Yes,No
48,2,31,28,6,Yes,48,1,24,75,9,Yes,No
52,2,9,50,2,Yes,29,2,12,72,7,Yes,No
29,3,37,16,8,Yes,32,1,38,57,4,Yes,No
52,1,18,66,9,Yes,33,3,26,6,3,Yes,No
41,2,10,95,5,Yes,23,2,9,63,1,Yes,No
54,1,34,50,5,Yes,50,2,17,18,7,Yes,No
55,1,20,43,3,Yes,53,2,12,37,3,Yes,No
27,2,32,95,8,Yes,42,2,29,71,2,Yes,No
39,1,9,33,3,Yes,23,2,21,49,6,Yes,No
36,2,21,89,2,Yes,39,2,3,59,2,Yes,No
29,1,0,80,6,Yes,29,2,36,28,3,Yes,No
44,1,17,96,7,Yes,52,2,2,10,8,Yes,No
22,2,38,98,7,Yes,50,1,26,31,9,Yes,No
42,1,6,65,1,Yes,35,3,28,10,8,Yes,No
38,3,11,74,1,Yes,27,3,27,45,3,Yes,No
31,2,6,54,6,Yes,56,3,18,77,4,Yes,No
46,1,0,80,3,Yes,59,1,16,30,4,Yes,No
24,2,0,75,2,Yes,42,3,17,54,9,Yes,No
19,2,24,75,8,Yes,56,3,36,98,2,Yes,No
20,1,7,77,7,Yes,29,1,19,71,8,Yes,Yes
52,3,18,90,3,Yes,35,2,6,92,4,Yes,No
43,3,19,84,8,Yes,56,1,34,5,8,Yes,Yes
